id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
12333,boardgame,Twilight Struggle,2005,2,2,180,180,180,13,20113,8.33774,8.22186,26647,372,1219,5865,5347,2562,3.4785
120677,boardgame,Terra Mystica,2012,2,5,150,60,150,12,14383,8.28798,8.14232,16519,132,1586,6277,2526,1423,3.8939
102794,boardgame,Caverna: The Cave Farmers,2013,1,7,210,30,210,12,9262,8.28994,8.06886,12230,99,1476,5600,1700,777,3.7761
25613,boardgame,Through the Ages: A Story of Civilization,2006,2,4,240,240,240,12,13294,8.20407,8.05804,14343,362,1084,5075,3378,1642,4.159
3076,boardgame,Puerto Rico,2002,2,5,150,90,150,12,39883,8.14261,8.04524,44362,795,861,5414,9173,5213,3.2943
31260,boardgame,Agricola,2007,1,5,150,30,150,12,39714,8.11957,8.03847,47522,837,958,6402,9310,5065,3.616
124742,boardgame,Android: Netrunner,2012,2,2,45,45,45,14,15281,8.1676,7.97822,24381,680,627,3244,3202,1260,3.3103
96848,boardgame,Mage Knight Board Game,2011,1,4,150,150,150,14,12697,8.15901,7.96929,18769,367,1116,5427,2861,1409,4.1292
84876,boardgame,The Castles of Burgundy,2011,2,4,90,30,90,12,15461,8.07879,7.95011,20558,215,929,3681,3244,1176,3.0442
72125,boardgame,Eclipse,2011,2,6,200,60,200,14,15709,8.07933,7.93244,17611,273,1108,5581,3188,1486,3.6359
2651,boardgame,Power Grid,2004,2,6,120,120,120,12,34422,7.9888,7.91794,38633,550,1171,6157,7531,3998,3.2911
164153,boardgame,Star Wars: Imperial Assault,2014,2,5,90,90,90,0,3980,8.43944,7.91643,8477,57,701,2970,736,360,3.225
115746,boardgame,War of the Ring (second edition),2012,2,4,150,150,150,13,3870,8.35044,7.88643,6257,71,677,2431,771,288,3.9375
121921,boardgame,Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,180,90,180,14,10539,8.09283,7.88503,15896,217,1379,5821,2109,896,3.6328
35677,boardgame,Le Havre,2008,1,5,200,100,200,12,15774,7.99115,7.88172,16429,205,1343,5149,3458,1450,3.7531
28720,boardgame,Brass,2007,3,4,180,120,180,13,8785,8.03071,7.85824,9171,149,798,2858,2259,1012,3.8646
126163,boardgame,Tzolk'in: The Mayan Calendar,2012,2,4,90,90,90,13,12143,7.98673,7.83148,13958,120,1056,3945,2144,933,3.5595
150376,boardgame,Dead of Winter: A Crossroads Game,2014,2,5,210,45,210,14,9188,8.05776,7.82389,13692,144,1086,4956,1602,608,2.9408
68448,boardgame,7 Wonders,2010,2,7,30,30,30,10,36732,7.87047,7.79413,44982,464,1046,5806,7126,2917,2.3384
18602,boardgame,Caylus,2005,2,5,150,60,150,12,19160,7.89829,7.78071,18885,353,878,4011,4984,2894,3.8252
122515,boardgame,Keyflower,2012,2,6,120,90,120,12,6753,7.98786,7.7478,8599,78,1017,3197,1442,517,3.3056
40834,boardgame,Dominion: Intrigue,2009,2,4,30,30,30,13,19261,7.85479,7.73936,26403,374,461,2281,3005,1121,2.4469
62219,boardgame,Dominant Species,2010,2,6,240,120,240,14,10187,7.89276,7.72445,11003,243,1017,4285,2613,1070,4.0103
28143,boardgame,Race for the Galaxy,2007,2,4,60,30,60,12,28655,7.80281,7.72433,33736,708,761,4597,6807,2922,2.9617
103885,boardgame,Star Wars: X-Wing Miniatures Game,2012,2,4,60,60,60,14,11194,7.93301,7.72151,19899,334,421,1826,2183,911,2.4577
93,boardgame,El Grande,1995,2,5,120,60,120,12,15853,7.83279,7.71949,15556,261,1130,3787,4250,1861,3.0919
146021,boardgame,Eldritch Horror,2013,1,8,240,120,240,14,8388,7.97188,7.71614,13668,147,643,3447,1585,674,3.2834
110327,boardgame,Lords of Waterdeep,2012,2,5,60,60,60,12,19864,7.82181,7.70704,24419,257,995,4706,3898,1493,2.5177
37111,boardgame,Battlestar Galactica,2008,3,6,240,120,240,10,20833,7.82752,7.70269,22735,514,643,4005,4817,1783,3.2013
12493,boardgame,Twilight Imperium (Third Edition),2005,3,6,240,180,240,12,12064,7.88473,7.6917,13771,287,927,4650,3369,1761,4.1942
36218,boardgame,Dominion,2008,2,4,30,30,30,13,44319,7.77298,7.68894,55501,1162,511,4362,9078,4089,2.3766
128882,boardgame,The Resistance: Avalon,2012,5,10,30,30,30,13,9639,7.86147,7.67008,14186,184,305,1674,1711,522,1.8027
42,boardgame,Tigris & Euphrates,1997,2,4,90,90,90,12,17762,7.7634,7.65006,18723,442,929,3778,5092,2364,3.533
9609,boardgame,War of the Ring (first edition),2004,2,4,180,180,180,12,8325,7.85143,7.6382,10675,326,506,2025,2756,1337,3.8362
101721,boardgame,Mage Wars Arena,2012,2,2,90,90,90,13,4727,8.04424,7.62543,8258,360,444,2413,1121,439,3.5763
103343,boardgame,A Game of Thrones: The Board Game (Second Edition),2011,3,6,240,120,240,14,11938,7.8099,7.61503,15356,246,589,3232,1929,892,3.5919
104162,boardgame,Descent: Journeys in the Dark (Second Edition),2012,2,5,120,120,120,14,9702,7.82949,7.61347,15731,409,611,3613,1835,750,3.176
157354,boardgame,Five Tribes,2014,2,4,80,40,80,13,7291,7.84675,7.61009,9970,65,1058,3904,1380,518,2.8764
102680,boardgame,Trajan,2011,2,4,90,90,90,12,6871,7.84106,7.60932,8143,143,778,2618,1457,551,3.6334
132531,boardgame,Roll for the Galaxy,2014,2,5,45,45,45,13,4632,7.92585,7.59572,6551,51,960,3269,912,348,2.6667
521,boardgame,Crokinole,1876,2,4,30,30,30,8,6198,7.80539,7.59099,4250,37,543,2436,1803,470,1.2894
144733,boardgame,Russian Railroads,2013,2,4,120,90,120,12,5383,7.8579,7.58423,6134,86,614,1932,1063,470,3.4043
126042,boardgame,Nations,2013,1,5,200,40,200,14,5546,7.86088,7.5836,6457,145,678,2413,1129,489,3.4949
30549,boardgame,Pandemic,2007,2,4,45,45,45,8,43788,7.65991,7.58194,59298,1088,634,5358,8865,3789,2.4262
123260,boardgame,Suburbia,2012,1,4,90,90,90,8,9775,7.73519,7.57596,11757,151,1180,4085,1908,636,2.7469
73439,boardgame,Troyes,2010,2,4,90,90,90,12,8915,7.73993,7.57297,9259,141,844,2731,1994,784,3.4515
91,boardgame,Paths of Glory,1999,2,2,480,480,480,14,3120,8.0381,7.5726,5554,143,282,1173,1227,529,3.794
70149,boardgame,Ora et Labora,2011,1,4,150,150,150,13,6054,7.81642,7.57172,6995,121,902,2772,1225,516,3.8953
14105,boardgame,Commands & Colors: Ancients,2006,2,2,60,60,60,12,6080,7.82838,7.57126,7770,213,574,2057,2204,943,2.6914
34635,boardgame,Stone Age,2008,2,4,90,60,90,10,23492,7.65109,7.56068,24018,269,1292,5522,5009,2117,2.5083
155426,boardgame,Castles of Mad King Ludwig,2014,1,4,90,90,90,13,4989,7.85323,7.55488,7167,63,1078,3579,996,357,2.6695
21050,boardgame,Combat Commander: Europe,2006,2,2,180,60,180,12,3786,7.94325,7.54767,5321,120,351,1281,1477,602,3.1993
147020,boardgame,Star Realms,2014,2,2,20,20,20,12,8821,7.73391,7.54021,14336,181,317,1663,1787,607,1.9654
124361,boardgame,Concordia,2013,2,5,100,100,100,13,4665,7.84719,7.53827,5079,51,684,1918,1015,376,3.1543
17133,boardgame,Railways of the World,2005,2,6,120,120,120,10,8530,7.71693,7.53663,8688,232,660,2299,2710,1296,3.0247
27833,boardgame,Steam,2009,3,5,90,90,90,10,6827,7.7407,7.53418,7456,176,519,2029,1653,601,3.4493
9216,boardgame,Goa,2004,2,4,90,90,90,12,8663,7.69691,7.53291,8357,181,857,2500,2605,1065,3.3897
161970,boardgame,Alchemists,2014,2,4,120,120,120,14,4065,7.9095,7.52374,6281,71,585,2582,783,349,3.659
43111,boardgame,Chaos in the Old World,2009,3,4,120,60,120,13,9049,7.70053,7.51643,9409,176,644,2742,2137,724,3.1354
93260,boardgame,Summoner Wars: Master Set,2011,2,4,30,30,30,9,6859,7.75639,7.50886,9552,320,440,2093,1364,329,2.5015
4098,boardgame,Age of Steam,2002,1,6,120,120,120,13,6112,7.72862,7.50262,5670,175,401,1475,2098,843,3.9276
555,boardgame,The Princes of Florence,2000,2,5,100,75,100,12,12091,7.63383,7.4979,12640,330,567,1946,3366,1516,3.2559
14996,boardgame,Ticket to Ride: Europe,2005,2,5,60,30,60,8,25924,7.59427,7.4909,30385,234,723,3256,5093,2576,1.9674
146652,boardgame,Legendary Encounters: An Alien Deck Building Game,2014,1,5,45,45,45,17,2829,8.01363,7.48766,4736,47,529,1748,587,202,2.7079
127023,boardgame,Kemet,2012,2,5,120,90,120,13,5252,7.77161,7.48083,6926,108,913,3175,1057,352,2.8949
215,boardgame,Tichu,1991,3,6,60,60,60,10,8996,7.65161,7.47668,12663,208,279,1199,2595,826,2.3426
148228,boardgame,Splendor,2014,2,4,30,30,30,10,13319,7.61012,7.47336,18077,133,771,3078,2340,975,1.8246
39463,boardgame,Cosmic Encounter,2008,3,5,120,60,120,12,13647,7.61025,7.47012,15964,235,1094,4444,3196,937,2.524
2511,boardgame,Sherlock Holmes Consulting Detective,1981,1,8,120,60,120,10,4175,7.80287,7.46665,9170,169,604,2282,1105,322,2.795
154203,boardgame,Imperial Settlers,2014,1,4,90,45,90,10,5222,7.76455,7.46405,7665,96,909,3385,1039,401,2.7107
188,boardgame,Go,-2200,2,2,90,90,90,8,9654,7.70531,7.46289,12784,223,129,1016,2820,1140,3.9491
234,boardgame,Hannibal: Rome vs. Carthage,1996,2,2,200,40,200,12,3967,7.83611,7.46251,6285,174,461,1685,1573,527,3.4004
77423,boardgame,The Lord of the Rings: The Card Game,2011,1,2,60,60,60,13,11174,7.64644,7.4569,17400,621,353,1705,2548,990,3.0646
59294,boardgame,Runewars,2010,2,4,180,180,180,14,5439,7.76638,7.45399,7049,181,544,2355,1223,540,3.7241
140620,boardgame,Lewis & Clark,2013,1,5,120,120,120,14,5617,7.70408,7.45099,7291,152,634,2133,1124,422,3.2678
43015,boardgame,Hansa Teutonica,2009,2,5,90,45,90,12,6717,7.64376,7.44871,6333,79,592,1862,1648,555,3.1297
104006,boardgame,Village,2011,2,4,90,60,90,12,9781,7.60413,7.44662,12054,194,732,2605,1740,727,3.0743
38453,boardgame,Space Alert,2008,1,5,30,30,30,12,9799,7.60025,7.44112,12870,345,813,3781,2475,657,2.9041
20551,boardgame,Shogun,2006,3,5,150,150,150,12,9060,7.61669,7.43994,8827,233,641,2741,2109,1079,3.3679
22545,boardgame,Age of Empires III: The Age of Discovery,2007,2,5,120,90,120,10,7944,7.62416,7.43791,6991,179,536,2076,2322,969,3.1352
24181,boardgame,Imperial,2006,2,6,120,120,120,13,6557,7.66074,7.43674,5588,143,475,1632,1867,899,3.5717
31627,boardgame,Ticket to Ride: Nordic Countries,2007,2,3,60,30,60,8,6147,7.68075,7.4351,8381,78,617,1909,1368,444,2.0045
17392,boardgame,Here I Stand,2006,2,6,360,360,360,12,2612,7.95736,7.41996,3783,78,403,1530,1005,438,4.1142
9209,boardgame,Ticket to Ride,2004,2,5,60,30,60,8,37146,7.50417,7.41694,43747,444,665,3595,8145,3692,1.8876
97207,boardgame,Dungeon Petz,2011,2,4,90,90,90,13,6071,7.6423,7.4125,8161,126,789,2766,1274,417,3.4844
31481,boardgame,Galaxy Trucker,2007,2,4,60,60,60,10,16293,7.5095,7.41212,15786,301,1136,4347,3854,1232,2.3019
41114,boardgame,The Resistance,2009,5,10,30,30,30,13,18472,7.51173,7.40653,26937,551,309,2272,3678,1149,1.624
10630,boardgame,Memoir '44,2004,2,2,60,30,60,8,16400,7.52909,7.40514,19934,503,762,3217,4921,2011,2.2715
54043,boardgame,Jaipur,2009,2,2,30,30,30,12,10447,7.54537,7.39982,14228,118,693,2599,2320,710,1.5704
77130,boardgame,Sid Meier's Civilization: The Board Game,2010,2,4,180,180,180,13,9362,7.57679,7.39051,11977,389,462,2545,1859,871,3.8266
163412,boardgame,Patchwork,2014,2,2,30,15,30,8,3042,7.84324,7.3904,5075,27,467,1461,578,216,1.7593
129437,boardgame,Legendary: A Marvel Deck Building Game,2012,1,5,45,45,45,14,7443,7.6399,7.38437,11033,189,566,2350,1525,513,2.4503
127060,boardgame,Bora Bora,2013,2,4,120,60,120,12,4662,7.66816,7.38139,6679,144,496,1519,1082,424,3.7288
19857,boardgame,Glory to Rome,2005,2,5,60,60,60,12,9499,7.52169,7.378,10980,231,867,2748,2662,830,2.9193
48726,boardgame,Alien Frontiers,2010,2,4,90,90,90,13,9266,7.53118,7.37468,9237,131,1179,3787,2447,691,2.5572
12,boardgame,Ra,1999,2,5,60,45,60,12,13720,7.47502,7.36975,12592,259,678,2399,4081,1613,2.3577
7854,boardgame,YINSH,2003,2,2,30,30,30,9,4471,7.65777,7.36671,5207,71,434,1575,1418,484,2.75
1,boardgame,Die Macher,1986,3,5,240,240,240,14,4215,7.67833,7.36578,4976,180,482,1461,1705,716,4.3506
66589,boardgame,Navegador,2010,2,5,90,60,90,12,5186,7.61184,7.36455,4773,75,586,1639,1194,433,3.0901
36932,boardgame,Claustrophobia,2009,2,2,45,45,45,14,4588,7.68159,7.36259,6352,158,604,2599,1215,392,2.4719
146439,boardgame,BattleLore (Second Edition),2013,2,2,90,90,90,14,1851,8.11344,7.36052,3423,69,460,1584,426,151,2.7748
148949,boardgame,Istanbul,2014,2,5,60,40,60,10,5262,7.6166,7.35895,7096,91,581,1892,996,396,2.5758
15985,boardgame,Blood Bowl: Living Rulebook,2004,2,2,120,120,120,12,2685,7.88086,7.3579,2542,19,55,267,534,243,3.1481
54138,boardgame,Imperial 2030,2009,2,6,120,120,120,12,3279,7.77096,7.35519,3314,57,403,1137,700,270,3.4926
119890,boardgame,Agricola:  All Creatures Big and Small,2012,2,2,30,30,30,13,6131,7.5832,7.35504,10055,134,536,1669,1418,417,2.3525
54998,boardgame,Cyclades,2009,2,5,90,60,90,13,9094,7.53255,7.3545,9493,160,901,3457,1986,683,2.8023
92828,boardgame,Dixit Odyssey,2011,3,12,30,30,30,8,6904,7.56845,7.34889,9285,47,392,1365,1106,313,1.2684
124708,boardgame,Mice and Mystics,2012,1,4,120,120,120,7,6961,7.59293,7.34694,13528,248,993,4343,1579,468,2.6026
822,boardgame,Carcassonne,2000,2,5,45,30,45,8,52781,7.44251,7.34659,69550,981,367,3094,11794,5951,1.9501
421,boardgame,1830: Railways & Robber Barons,1986,2,7,360,180,360,14,2876,7.79247,7.34618,4108,88,296,869,1093,440,4.1182
40692,boardgame,Small World,2009,2,5,80,40,80,8,33083,7.4154,7.34043,40066,828,902,5632,6010,2516,2.3736
27708,boardgame,1960: The Making of the President,2007,2,2,90,90,90,12,6362,7.56298,7.33997,6921,236,498,1597,2289,851,3.1927
108745,boardgame,Seasons,2012,2,4,60,60,60,14,9806,7.49273,7.33935,12113,230,748,3006,1840,614,2.7476
129622,boardgame,Love Letter,2012,2,4,20,20,20,10,23682,7.42068,7.33764,40124,488,202,1629,4759,1820,1.211
45315,boardgame,Dungeon Lords,2009,2,4,90,90,90,12,9365,7.49085,7.33303,10101,304,587,2706,2151,804,3.5211
171623,boardgame,The Voyages of Marco Polo,2015,2,4,100,40,100,12,1902,8.03507,7.33137,2637,18,508,1623,403,233,3.1845
128621,boardgame,Viticulture,2013,2,6,90,90,90,13,2872,7.81614,7.32963,4341,38,634,1712,757,271,2.8819
123123,boardgame,BattleCON: Devastation of Indines,2013,1,5,45,45,45,10,1365,8.35915,7.32431,2418,37,300,910,411,110,3.0273
39856,boardgame,Dixit,2008,3,6,30,30,30,6,22099,7.41665,7.32268,27631,286,475,2997,4289,1332,1.2695
133038,boardgame,Pathfinder Adventure Card Game: Rise of the Runelords  Base Set,2013,1,4,90,90,90,13,7070,7.55852,7.32106,11496,465,355,1842,1559,581,2.7298
70323,boardgame,King of Tokyo,2011,2,6,30,30,30,8,24727,7.41,7.3204,33556,463,659,3665,4796,1695,1.5103
105134,boardgame,Risk Legacy,2011,3,5,60,60,60,13,3976,7.68888,7.32031,6340,67,328,2028,995,221,2.5701
157969,boardgame,Sheriff of Nottingham,2014,3,5,60,60,60,13,5277,7.58804,7.31909,8793,101,623,2761,950,273,1.6667
463,boardgame,Magic: The Gathering,1993,2,2,20,20,20,13,18599,7.43803,7.31069,20403,691,161,316,5015,1642,3.1267
73171,boardgame,Earth Reborn,2010,2,4,180,180,180,13,2590,7.85222,7.30812,4823,281,376,1740,853,264,3.8636
243,boardgame,Advanced Squad Leader,1985,2,2,12000,180,12000,14,2628,7.88118,7.30671,3976,120,94,479,1161,553,4.6763
54625,boardgame,Space Hulk (third edition),2009,2,2,60,60,60,12,5235,7.60757,7.30594,7424,207,440,1479,1438,510,2.7863
159675,boardgame,Fields of Arle,2014,1,2,120,60,120,14,1154,8.40627,7.30132,2397,19,506,1465,308,129,3.876
33160,boardgame,Endeavor,2009,3,5,90,90,90,12,7371,7.47547,7.29991,6164,133,653,1965,1773,697,2.9024
40765,boardgame,Clash of Cultures,2012,2,4,240,240,240,14,2933,7.74767,7.2999,3738,54,672,2181,791,270,3.5259
59959,boardgame,Letters from Whitechapel,2011,2,6,120,120,120,13,5977,7.54587,7.29984,8254,146,740,2920,1279,402,2.6766
3,boardgame,Samurai,1998,2,4,60,30,60,10,10620,7.43661,7.2995,9954,233,612,2228,3016,1297,2.5135
147949,boardgame,One Night Ultimate Werewolf,2014,3,10,10,10,10,8,5261,7.56356,7.29712,8225,88,296,1452,1026,297,1.3737
760,boardgame,Battle Line,2000,2,2,30,30,30,12,10102,7.42213,7.28607,11919,244,491,1899,3485,1008,1.9028
121,boardgame,Dune,1979,2,6,180,60,180,12,4105,7.62186,7.28585,4743,149,665,1868,1630,517,3.4139
136888,boardgame,Bruges,2013,2,4,60,60,60,10,4758,7.55443,7.28083,5678,84,750,2141,1101,341,2.7331
37046,boardgame,Ghost Stories,2008,1,4,60,60,60,12,10871,7.414,7.27792,13580,247,824,3786,2760,784,2.8839
71,boardgame,Civilization,1980,2,7,360,360,360,12,5658,7.53434,7.274,7451,335,235,708,1868,690,3.6507
25292,boardgame,Merchants & Marauders,2010,2,4,180,180,180,13,7629,7.46396,7.27301,9958,217,936,3651,1891,628,3.1815
31594,boardgame,In the Year of the Dragon,2007,2,5,100,75,100,12,7365,7.43982,7.27089,6287,98,616,1860,2016,817,3.1273
15987,boardgame,Arkham Horror,2005,1,8,240,120,240,12,25688,7.41705,7.26592,31642,1122,480,3770,6644,3285,3.5266
25554,boardgame,Notre Dame,2007,2,5,75,45,75,10,8917,7.41164,7.26571,8745,176,614,1761,2346,1028,2.7607
63628,boardgame,The Manhattan Project,2012,2,5,120,120,120,13,4530,7.55475,7.2652,5895,123,717,2302,1097,343,2.9446
2655,boardgame,Hive,2001,2,2,20,20,20,9,16014,7.35745,7.25844,19825,395,506,2597,4465,1374,2.3493
118048,boardgame,Targi,2012,2,2,60,60,60,12,3422,7.62096,7.2566,5285,66,527,1475,706,230,2.3826
25021,boardgame,Sekigahara: The Unification of Japan,2011,2,2,180,180,180,12,1587,8.03582,7.2565,2745,33,440,1336,553,191,2.7016
102652,boardgame,Sentinels of the Multiverse,2011,1,5,60,30,60,8,8101,7.4644,7.25612,11965,451,320,1643,1989,568,2.4806
13122,boardgame,Antiquity,2004,2,4,180,120,180,14,1995,7.83926,7.25466,2173,45,609,1547,778,272,4.2794
79828,boardgame,A Few Acres of Snow,2011,2,2,120,60,120,14,5271,7.49275,7.25258,7160,248,567,2206,1444,510,3.0176
98778,boardgame,Hanabi,2010,2,5,25,25,25,8,15102,7.34435,7.25241,24051,368,320,1738,2983,981,1.6809
5,boardgame,Acquire,1962,3,6,90,90,90,12,13428,7.37367,7.2514,16115,750,469,1912,4554,1488,2.5141
83330,boardgame,Mansions of Madness,2011,2,5,120,120,120,13,8357,7.45817,7.23987,12401,290,485,3019,1742,645,3.2326
25417,boardgame,BattleLore,2006,2,2,60,60,60,10,8244,7.43642,7.23846,9660,564,363,1624,2679,1268,2.7618
54,boardgame,Tikal,1999,2,4,120,60,120,10,11909,7.3544,7.23136,13729,392,531,2023,3173,1290,2.8419
136063,boardgame,Forbidden Desert,2013,2,5,45,45,45,10,7943,7.41603,7.22974,14158,230,543,2780,1516,454,2.0352
9217,boardgame,Saint Petersburg,2004,2,4,60,45,60,10,11268,7.34764,7.22809,9789,219,519,1672,2929,1315,2.4738
40354,boardgame,Maria,2009,2,3,210,210,210,14,1549,8.00086,7.22596,2316,46,345,962,532,182,3.4835
155068,boardgame,Arcadia Quest,2014,2,4,60,60,60,13,1490,8.11252,7.2259,3150,20,395,1374,374,116,2.5086
21348,boardgame,Ticket to Ride: Mrklin,2006,2,5,60,30,60,8,6904,7.42395,7.22457,8109,147,376,1215,1840,806,2.2444
55670,boardgame,Macao,2009,2,4,100,50,100,12,5090,7.45896,7.22289,5539,99,627,1600,1326,449,3.1292
21241,boardgame,Neuroshima Hex!,2006,2,4,30,30,30,13,7457,7.43348,7.22287,7278,264,434,2047,1863,673,2.5825
70919,boardgame,Takenoko,2011,2,4,45,45,45,8,11282,7.36178,7.21935,16662,167,756,3186,2061,779,1.9756
8217,boardgame,San Juan,2004,2,4,60,45,60,10,16622,7.31069,7.21863,17765,396,502,2040,4720,1910,2.2937
96913,boardgame,Lancaster,2011,2,5,60,60,60,10,3761,7.53508,7.21861,4039,83,438,1344,865,319,3.0063
18833,boardgame,Lord of the Rings: The Confrontation (Deluxe Edition),2005,2,2,30,30,30,14,3719,7.54569,7.21397,4610,134,243,892,1195,402,2.1965
13,boardgame,Catan,1995,3,4,90,90,90,10,53680,7.34303,7.21171,73188,1071,391,3201,11798,5996,2.3712
712,boardgame,Blood Bowl (Third Edition),1994,2,2,180,180,180,12,3918,7.58641,7.21002,4750,101,178,464,999,352,2.9631
100901,boardgame,Flash Point: Fire Rescue,2011,1,6,45,45,45,10,9380,7.36197,7.20995,14703,430,470,2329,2171,610,2.2246
90137,boardgame,Blood Bowl: Team Manager  The Card Game,2011,2,4,90,90,90,14,6432,7.41711,7.20994,8397,242,237,1085,1350,496,2.3105
19777,boardgame,Indonesia,2005,2,5,240,180,240,14,2217,7.71284,7.20811,1968,20,626,1403,809,335,3.991
17226,boardgame,Descent: Journeys in the Dark,2005,2,5,240,240,240,12,9599,7.39014,7.20761,11387,412,338,1699,2683,1223,3.3312
2653,boardgame,Survive: Escape from Atlantis!,1982,2,4,60,60,60,8,9914,7.35316,7.20684,14122,305,649,2507,2808,722,1.7175
113924,boardgame,Zombicide,2012,1,6,60,60,60,13,7425,7.46361,7.20598,10650,209,466,2391,1365,540,2.5833
65781,boardgame,London,2010,2,4,90,90,90,13,4941,7.43755,7.20346,4922,104,415,1304,1277,408,2.8775
116998,boardgame,Thunderstone Advance: Towers of Ruin,2012,1,5,90,60,90,12,3399,7.58341,7.20305,5625,190,230,1011,728,206,2.7379
66188,boardgame,Fresco,2010,2,4,60,60,60,10,7066,7.37719,7.20054,7954,227,542,1887,1658,530,2.634
5404,boardgame,Amun-Re,2003,3,5,90,90,90,12,6707,7.38285,7.20005,6333,196,395,1188,2249,846,3.0686
143693,boardgame,Glass Road,2013,1,4,75,75,75,12,3695,7.52766,7.19883,4711,73,632,1857,820,300,2.9167
24480,boardgame,The Pillars of the Earth,2006,2,4,120,90,120,12,11391,7.32418,7.19824,12335,281,792,3083,2831,1225,2.8351
875,boardgame,Roads & Boats,1999,1,4,240,240,240,14,2113,7.73028,7.19459,2954,68,556,1414,815,290,4.1793
97786,boardgame,Small World Underground,2011,2,5,90,30,90,8,5388,7.44533,7.19388,8597,150,421,1664,863,285,2.6035
3685,boardgame,Hammer of the Scots,2002,2,2,180,120,180,12,3187,7.58914,7.19385,3982,104,482,1399,1352,446,2.9888
146886,boardgame,La Granja,2014,1,4,120,90,120,12,1473,7.98137,7.18809,2530,26,467,1509,378,183,3.541
118,boardgame,Modern Art,1992,3,5,45,45,45,10,10456,7.31527,7.18274,10631,350,408,1409,3190,1242,2.3349
58421,boardgame,Egizia,2009,2,4,75,75,75,12,3824,7.4863,7.18267,3253,44,498,1182,843,335,2.8358
46213,boardgame,Telestrations,2009,4,8,30,30,30,12,4019,7.48622,7.17822,5776,78,175,880,883,196,1.1173
3307,boardgame,Wallenstein (first edition),2002,3,5,150,150,150,12,3151,7.55854,7.17632,2538,119,290,798,1213,446,3.3184
39683,boardgame,At the Gates of Loyang,2009,1,4,120,60,120,10,5924,7.37653,7.16898,7303,205,551,1733,1730,464,3.1595
475,boardgame,Taj Mahal,2000,3,5,100,75,100,12,5828,7.37255,7.16685,6336,197,338,967,1886,731,3.0082
9625,boardgame,Struggle of Empires,2004,2,7,240,180,240,13,3197,7.53928,7.16434,3881,154,260,889,1278,498,3.6084
148575,boardgame,Marvel Dice Masters: Avengers vs. X-Men,2014,2,2,15,15,15,14,3402,7.55243,7.16353,7081,369,267,776,723,222,2.2568
66362,boardgame,Glen More,2010,2,5,70,45,70,10,5851,7.361,7.16236,5922,92,703,1812,1465,478,2.6736
6472,boardgame,A Game of Thrones (first edition),2003,3,5,180,180,180,12,8779,7.35138,7.16028,8388,420,236,1176,2515,1111,3.4428
11170,boardgame,Heroscape Master Set: Rise of the Valkyrie,2004,2,4,90,90,90,8,6375,7.41902,7.15923,9813,489,216,678,2602,834,2.2914
39351,boardgame,Automobile,2009,3,5,120,120,120,12,4290,7.41267,7.15272,4215,144,376,1127,1218,477,3.5199
42052,boardgame,Vinhos,2010,2,4,135,60,135,12,2963,7.5575,7.15254,3622,88,450,1346,730,374,4.1578
18098,boardgame,Napoleon's Triumph,2007,2,2,180,180,180,12,1403,7.97578,7.15182,2372,39,364,1079,630,237,3.5949
27162,boardgame,Kingsburg,2007,2,5,90,90,90,13,12484,7.26048,7.14756,11831,168,900,3088,3011,1078,2.4249
128996,boardgame,1775: Rebellion,2013,2,4,120,60,120,10,1496,7.92564,7.14586,2384,18,439,1144,477,156,2.2885
160499,boardgame,King of New York,2014,2,6,40,40,40,10,4224,7.44591,7.1454,7481,109,472,1980,756,244,1.7992
586,boardgame,Up Front,1983,2,3,60,60,60,12,1727,7.8361,7.14522,2779,99,286,688,846,272,3.364
144592,boardgame,Bruxelles 1893,2013,2,5,125,50,125,13,2024,7.71912,7.14519,2411,41,339,942,453,203,3.5419
144344,boardgame,Rococo,2013,2,5,120,60,120,12,2572,7.59907,7.14278,3467,43,423,1087,577,217,3.0599
28181,boardgame,Combat Commander: Pacific,2008,2,2,180,180,180,12,1128,8.14554,7.13985,2353,30,257,645,394,150,3.1933
24800,boardgame,Conflict of Heroes: Awakening the Bear!  Russia 1941-42,2008,1,4,120,120,120,10,2668,7.6151,7.13936,3508,208,211,954,945,455,2.9934
63888,boardgame,Innovation,2010,2,4,60,60,60,12,8688,7.28797,7.13895,10849,314,501,2156,2360,678,2.7021
128671,boardgame,Spartacus: A Game of Blood & Treachery,2012,3,4,150,150,150,17,3404,7.54437,7.13708,4617,150,195,879,760,271,2.6716
62222,boardgame,Commands & Colors: Napoleonics,2010,2,2,90,90,90,14,1445,7.96623,7.13434,2733,51,237,695,472,191,2.7277
62227,boardgame,"Labyrinth: The War on Terror, 2001 - ?",2010,1,2,180,180,180,12,2561,7.60999,7.13042,5046,187,290,1190,841,342,3.538
90419,boardgame,Airlines Europe,2011,2,5,75,75,75,10,4315,7.40412,7.12866,5186,104,578,1668,1212,345,2.4348
26997,boardgame,1989: Dawn of Freedom,2012,2,2,150,150,150,12,1332,7.98436,7.12747,2506,76,255,857,456,137,3.2555
27173,boardgame,Vikings,2007,2,4,60,60,60,10,5888,7.32514,7.12137,5533,90,626,1596,1517,631,2.5388
